,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity
3046, we finally just arrive to Bogota good but long flight,,2015-02-18 20:15:08 -0800,Colombia,0.0,0.178,0.822,0.2382,"['finally', 'arrive', 'bogota', 'good', 'long']",finally arrive bogota good long,0.21666666666666665,0.6666666666666666
3047, its not there we tried Its already here in cancun just no one has delivered it,,2015-02-18 20:10:11 -0800,,0.128,0.0,0.872,-0.296,"['tried', 'already', 'cancun', 'one', 'delivered']",tried already cancun one delivered,0.0,0.0
3048, what you did was illegal and a breach of contract I will be in touch but not through your customer feedback,,2015-02-18 20:09:55 -0800,,0.113,0.0,0.887,-0.3182,"['illegal', 'breach', 'contract', 'touch', 'customer', 'feedback']",illegal breach contract touch customer feedback,-0.5,0.5
3049, its not the way to treat your customers we had a lot of issues and it was not worth our headache we went thru,,2015-02-18 20:05:36 -0800,Seattle,0.066,0.106,0.828,0.2579,"['way', 'treat', 'customer', 'lot', 'issue', 'worth', 'headache', 'went', 'thru']",way treat customer lot issue worth headache went thru,0.3,0.1
3050, yes we are in EWR and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable,,2015-02-18 20:04:37 -0800,Seattle,0.0,0.168,0.832,0.5647,"['yes', 'ewr', 'corrected', 'fact', 'beought', 'u', 'share', 'room', 'unexpactable']",yes ewr corrected fact beought u share room unexpactable,0.0,0.0
3051, Want to make my day  Friend is Premier amp I should be soon Any chance you can upgrade our two 10 hr leg of flights to ecom plus,,2015-02-18 20:03:39 -0800,"San Francisco, CA",0.0,0.213,0.787,0.6705,"['want', 'make', 'day', 'friend', 'premier', 'soon', 'chance', 'upgrade', 'two', 'hr', 'leg', 'flight', 'ecom', 'plus']",want make day friend premier soon chance upgrade two hr leg flight ecom plus,0.0,0.0
3052, please review and fix your baggage procedures at Dulles because it happens every week when my sister travels there on your airline,,2015-02-18 20:00:55 -0800,"Philadelphia, PA",0.0,0.099,0.901,0.3182,"['please', 'review', 'fix', 'baggage', 'procedure', 'dulles', 'happens', 'every', 'week', 'sister', 'travel']",please review fix baggage procedure dulles happens every week sister travel,0.0,0.0
3053, nothing else from you GJ Where is your customer service,,2015-02-18 20:00:41 -0800,"Houston, TX",0.0,0.293,0.707,0.5766,"['nothing', 'else', 'gj', 'customer', 'service']",nothing else gj customer service,0.0,0.0
3054, thats of course in lax,,2015-02-18 19:59:29 -0800,Fredericton NB,0.0,0.0,1.0,0.0,"['thats', 'course', 'lax']",thats course lax,0.0,0.0
3055, ok thanks Where are you counters located And how Late Flight are they open,,2015-02-18 19:54:54 -0800,Fredericton NB,0.0,0.298,0.702,0.6249,"['ok', 'thanks', 'counter', 'located', 'late', 'open']",ok thanks counter located late open,0.09999999999999999,0.44999999999999996
3056, oh no Im rebooked 7 hours after my original arrival time We can talk compensation,,2015-02-18 19:51:37 -0800,"Houston, TX",0.133,0.139,0.727,0.0258,"['oh', 'rebooked', 'hour', 'original', 'arrival', 'time', 'talk', 'compensation']",oh rebooked hour original arrival time talk compensation,0.375,0.75
3057, my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it,,2015-02-18 19:47:35 -0800,Seattle,0.084,0.08,0.836,-0.0258,"['coworker', 'conflict', 'hotel', 'issue', 'trying', 'share', 'posted', 'facebook', 'page', 'erased']",coworker conflict hotel issue trying share posted facebook page erased,0.0,0.0
3058, lost my parents luggage to cancun said it would be delivered to hotel by 7PM it is now almost 11PM,,2015-02-18 19:41:48 -0800,,0.108,0.0,0.892,-0.3182,"['lost', 'parent', 'luggage', 'cancun', 'said', 'would', 'delivered', 'hotel', 'almost']",lost parent luggage cancun said would delivered hotel almost,0.0,0.0
3059, then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate SlapInTheFace,,2015-02-18 19:37:26 -0800,"Houston, TX",0.0,0.0,1.0,0.0,"['watched', 'connecting', 'den', 'pull', 'away', 'gate', 'pull', 'gate', 'slapintheface']",watched connecting den pull away gate pull gate slapintheface,0.0,0.0
3060,  and on some versions of the 738 row 11 has no window at all Go ahead check Well wait,"[0.0, 0.0]",2015-02-18 19:37:05 -0800,"Princeton, NJ",0.103,0.099,0.798,-0.0258,"['version', 'row', 'window', 'go', 'ahead', 'check', 'well', 'wait']",version row window go ahead check well wait,0.0,0.0
3061, Im pretty sure Ive got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way,,2015-02-18 19:36:41 -0800,"Houston, TX",0.0,0.216,0.784,0.6705,"['pretty', 'sure', 'ive', 'got', 'shin', 'split', 'sprinting', 'iah', 'watch', 'plane', 'pull', 'away', 'jet', 'way']",pretty sure ive got shin split sprinting iah watch plane pull away jet way,0.375,0.9444444444444444
3062, well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,,2015-02-18 19:36:36 -0800,Seattle,0.109,0.174,0.717,0.4751,"['well', 'income', 'dca', 'take', 'u', 'ewr', 'delayed', 'made', 'u', 'miss', 'connection', 'fll', 'yes', 'hotel', 'necessary']",well income dca take u ewr delayed made u miss connection fll yes hotel necessary,0.0,1.0
3063, can you please stop Cancelled Flightling your flights I am trying to get home to take two exams tomorrow Youve Cancelled Flightled 3 flights on me,,2015-02-18 19:27:20 -0800,"Columbia, MO",0.218,0.081,0.702,-0.4404,"['please', 'stop', 'cancelled', 'flightling', 'flight', 'trying', 'get', 'home', 'take', 'two', 'exam', 'tomorrow', 'youve', 'cancelled', 'flightled', 'flight']",please stop cancelled flightling flight trying get home take two exam tomorrow youve cancelled flightled flight,0.0,0.0
3064, amp Ive been hung up on twice by your staff So upset right now,,2015-02-18 19:26:10 -0800,ny,0.206,0.0,0.794,-0.5214,"['ive', 'hung', 'twice', 'staff', 'upset', 'right']",ive hung twice staff upset right,0.2857142857142857,0.5357142857142857
3065, DCAEWR Flight 4372,,2015-02-18 19:25:47 -0800,Seattle,0.0,0.0,1.0,0.0,['dcaewr'],dcaewr,0.0,0.0
3066, 2 hour flight from FLL to Ewr 1242 now waiting 1 hour plus for bags no sign yet What gives,,2015-02-18 19:25:32 -0800,,0.115,0.0,0.885,-0.296,"['hour', 'fll', 'ewr', 'waiting', 'hour', 'plus', 'bag', 'sign', 'yet', 'give']",hour fll ewr waiting hour plus bag sign yet give,0.0,0.0
3067, was such a better airline when you were Continental 75 service fee  75 Flight Booking Problems fee  25 talk to a human fee FU,,2015-02-18 19:23:14 -0800,"East Hanover, NJ",0.271,0.097,0.633,-0.7378,"['better', 'continental', 'service', 'fee', 'booking', 'problem', 'fee', 'talk', 'human', 'fee', 'fu']",better continental service fee booking problem fee talk human fee fu,0.25,0.3
3068, any chance you could look into my problem from earlier,,2015-02-18 19:23:01 -0800,Fredericton NB,0.213,0.157,0.63,-0.1779,"['chance', 'could', 'look', 'problem', 'earlier']",chance could look problem earlier,0.0,0.5
3069, this is despicable I spoke to  many diff people amp everyone is telling me something different I have a claim no I need my bag now,,2015-02-18 19:22:05 -0800,ny,0.095,0.0,0.905,-0.296,"['despicable', 'spoke', 'many', 'diff', 'people', 'everyone', 'telling', 'something', 'different', 'claim', 'need', 'bag']",despicable spoke many diff people everyone telling something different claim need bag,0.25,0.55
3070, how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight,,2015-02-18 19:21:21 -0800,,0.072,0.104,0.824,0.2263,"['come', 'crew', 'traveling', 'get', 'better', 'seat', 'get', 'stuck', 'checking', 'bag', 'crew', 'bag', 'got']",come crew traveling get better seat get stuck checking bag crew bag got,0.5,0.5
3071, Funny thing happened we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at LOL,,2015-02-18 19:19:14 -0800,"Brisbane, Australiaaa!",0.0,0.226,0.774,0.7531,"['funny', 'thing', 'happened', 'arrived', 'denver', 'gate', 'currently', 'scheduled', 'depart', 'sydney', 'lol']",funny thing happened arrived denver gate currently scheduled depart sydney lol,0.35000000000000003,0.6999999999999998
3072, I forgot that Intl flights out of LAX dont go from Intl Terminal Easiest recheck in ever woo,,2015-02-18 19:18:33 -0800,"Brisbane, Australiaaa!",0.0,0.282,0.718,0.7096,"['forgot', 'intl', 'flight', 'lax', 'dont', 'go', 'intl', 'terminal', 'easiest', 'recheck', 'ever', 'woo']",forgot intl flight lax dont go intl terminal easiest recheck ever woo,0.0,0.0
3073, can you please tell me where United flies to from Sydney Australia  pref Asia Pac or US as I have a voucher to redeem,"[0.0, 0.0]",2015-02-18 19:18:18 -0800,"Rozelle, NSW",0.0,0.203,0.797,0.6249,"['please', 'tell', 'fly', 'sydney', 'australia', 'pref', 'asia', 'pac', 'u', 'voucher', 'redeem']",please tell fly sydney australia pref asia pac u voucher redeem,0.8,0.9
3074, you cant claim weather with your hardworking crew pulling seats out of a plane Do the right thing But we both know you wont,,2015-02-18 19:10:00 -0800,,0.0,0.0,1.0,0.0,"['cant', 'claim', 'weather', 'hardworking', 'crew', 'pulling', 'seat', 'plane', 'right', 'thing', 'know', 'wont']",cant claim weather hardworking crew pulling seat plane right thing know wont,0.2857142857142857,0.5357142857142857
3075, youre missin the point There was no weather Youre lying Seats was broken But u claim weather to get out of hotels Classy,,2015-02-18 19:04:19 -0800,,0.211,0.139,0.65,0.0,"['youre', 'missin', 'point', 'weather', 'youre', 'lying', 'seat', 'broken', 'claim', 'weather', 'get', 'hotel', 'classy']",youre missin point weather youre lying seat broken claim weather get hotel classy,-0.15000000000000002,0.65
3076, are you trying to break a world record for most delayed flights in a year,,2015-02-18 19:01:33 -0800,"Buffalo, Ny",0.155,0.0,0.845,-0.2944,"['trying', 'break', 'world', 'record', 'delayed', 'flight', 'year']",trying break world record delayed flight year,0.0,0.0
3077, I have flights that dont appear to have been applied to my MileagePlus account Can you help,,2015-02-18 18:51:14 -0800,"Austin, TX",0.0,0.153,0.847,0.4019,"['flight', 'dont', 'appear', 'applied', 'mileageplus', 'account', 'help']",flight dont appear applied mileageplus account help,0.0,0.0
3078, Australia Im just an Aussie cowgirl lookin for my cowboy Take me to Fort Worth Estelle says Ill find him there,"[-33.87144962, 151.20821275]",2015-02-18 18:45:55 -0800,Sydney,0.118,0.08,0.802,-0.2263,"['australia', 'aussie', 'cowgirl', 'lookin', 'cowboy', 'take', 'fort', 'worth', 'estelle', 'say', 'ill', 'find']",australia aussie cowgirl lookin cowboy take fort worth estelle say ill find,-0.1,0.55
3079, Okay thank you for your help ,,2015-02-18 18:43:35 -0800,roblox.com,0.0,0.703,0.297,0.7269,"['okay', 'thank', 'help']",okay thank help,0.5,0.5
3080, this is not what captain said Your 820pm flight to San Francisco is delayed due to weather UA1416 now departs failagain,"[41.97826134, -87.91247425]",2015-02-18 18:40:44 -0800,"San Francisco, CA",0.087,0.0,0.913,-0.2263,"['captain', 'said', 'san', 'francisco', 'delayed', 'due', 'weather', 'departs', 'failagain']",captain said san francisco delayed due weather departs failagain,-0.125,0.375
3081, I bet  doesnt turn a thirty minute delay on an original flight into a 7 hour delayed arrive time,,2015-02-18 18:36:35 -0800,"Houston, TX",0.227,0.124,0.649,-0.2263,"['bet', 'doesnt', 'turn', 'thirty', 'minute', 'delay', 'original', 'hour', 'delayed', 'arrive', 'time']",bet doesnt turn thirty minute delay original hour delayed arrive time,0.375,0.75
3082, is the best way to reunite me with my one true love shopping in USAs fashion capital NewYork unitedVUSA ,,2015-02-18 18:36:28 -0800,"Sydney, Australia",0.0,0.412,0.588,0.9042,"['best', 'way', 'reunite', 'one', 'true', 'love', 'shopping', 'usa', 'fashion', 'capital', 'newyork', 'unitedvusa']",best way reunite one true love shopping usa fashion capital newyork unitedvusa,0.6166666666666667,0.5166666666666666
3083, should find a way to distinguish boarding of premier members and credit card holders Group 2 is too big,,2015-02-18 18:36:18 -0800,"Dallas, TX",0.0,0.14,0.86,0.3818,"['find', 'way', 'distinguish', 'boarding', 'premier', 'member', 'credit', 'card', 'holder', 'group', 'big']",find way distinguish boarding premier member credit card holder group big,0.0,0.1
3084, final destination was booked through United but with quantas United has not yet contacted Auckland I am unaware of case ID number,,2015-02-18 18:32:39 -0800,,0.084,0.269,0.648,0.5927,"['final', 'destination', 'booked', 'quantas', 'yet', 'contacted', 'auckland', 'unaware', 'case', 'id', 'number']",final destination booked quantas yet contacted auckland unaware case id number,0.0,0.75
3085, was in the air Just DMd you,,2015-02-18 18:29:54 -0800,Fredericton NB,0.0,0.0,1.0,0.0,"['air', 'dmd']",air dmd,0.0,0.0
3086, Worst flying experiences ever the past three days Your airline needs to get it together Lost a customer with me,,2015-02-18 18:25:45 -0800,"Chicago, IL",0.274,0.0,0.726,-0.7506,"['worst', 'flying', 'experience', 'ever', 'past', 'three', 'day', 'need', 'get', 'together', 'lost', 'customer']",worst flying experience ever past three day need get together lost customer,-0.625,0.625
3087, yes I have,,2015-02-18 18:24:37 -0800,ny,0.0,0.73,0.27,0.4019,['yes'],yes,0.0,0.0
3088, CustomerService fail long time flyer switching airlines frustrated,,2015-02-18 18:24:28 -0800,,0.535,0.0,0.465,-0.7845,"['customerservice', 'fail', 'long', 'time', 'flyer', 'switching', 'frustrated']",customerservice fail long time flyer switching frustrated,-0.4166666666666667,0.3
3089, okay  thanks for your help JT I appreciate your time,,2015-02-18 18:21:49 -0800,D.C.ish ,0.0,0.762,0.238,0.8964,"['okay', 'thanks', 'help', 'jt', 'appreciate', 'time']",okay thanks help jt appreciate time,0.35,0.35
3090, screwed over my professor Maybe we should tell everyone about   aviation airport airline innovation startups tech,,2015-02-18 18:18:45 -0800,,0.162,0.131,0.707,-0.1531,"['screwed', 'professor', 'maybe', 'tell', 'everyone', 'aviation', 'airport', 'innovation', 'startup', 'tech']",screwed professor maybe tell everyone aviation airport innovation startup tech,0.0,0.0
3091,  Now do the right thing and reinstate the tickets you voided UnitedFail,,2015-02-18 18:16:53 -0800,"Semiahmoo, WA Soonerland",0.0,0.0,1.0,0.0,"['right', 'thing', 'reinstate', 'ticket', 'voided', 'unitedfail']",right thing reinstate ticket voided unitedfail,0.2857142857142857,0.5357142857142857
3092, negative Done wasting time with amateurs at customer service Thanks for at least offering,,2015-02-18 18:12:59 -0800,"Q's, Staples Center",0.315,0.143,0.542,-0.5423,"['negative', 'done', 'wasting', 'time', 'amateur', 'customer', 'service', 'thanks', 'least', 'offering']",negative done wasting time amateur customer service thanks least offering,-0.1625,0.3125
3093,  was there few weeks ago AWESOMEbright vibrant and NO habitrails,,2015-02-18 18:12:22 -0800,Chicagoland,0.205,0.237,0.558,0.1197,"['week', 'ago', 'awesomebright', 'vibrant', 'habitrails']",week ago awesomebright vibrant habitrails,0.16666666666666666,0.3333333333333333
3094, no worries  after everyone boarded the cushions were brought in Took a while but they made it here,,2015-02-18 18:12:08 -0800,"ÜT: 38.006902,-78.502005",0.189,0.0,0.811,-0.3612,"['worry', 'everyone', 'boarded', 'cushion', 'brought', 'took', 'made']",worry everyone boarded cushion brought took made,0.0,0.0
3095, sprinted from C concourse to E and just made it Coughed up a lung in the process but am now in CLT Tnx,"[35.21498347, -80.96071981]",2015-02-18 18:09:06 -0800,"San Francisco, California",0.0,0.122,0.878,0.3919,"['sprinted', 'c', 'concourse', 'e', 'made', 'coughed', 'lung', 'process', 'clt', 'tnx']",sprinted c concourse e made coughed lung process clt tnx,0.0,0.0
3096, hey think someone could meet me with my book when I arrive at  at 1030 Its yes please amypoehler Oscar took it,,2015-02-18 18:08:31 -0800,Dodging Traffic,0.0,0.208,0.792,0.6124,"['hey', 'think', 'someone', 'could', 'meet', 'book', 'arrive', 'yes', 'please', 'amypoehler', 'oscar', 'took']",hey think someone could meet book arrive yes please amypoehler oscar took,0.0,0.0
3097, Hopefully They will give me a feedback bafore my flight,,2015-02-18 18:02:13 -0800,Curitiba,0.0,0.252,0.748,0.4019,"['hopefully', 'give', 'feedback', 'bafore']",hopefully give feedback bafore,0.0,0.0
3098, Very good flight thank you,,2015-02-18 18:01:05 -0800,"Chicago, IL",0.0,0.665,0.335,0.7146,"['good', 'thank']",good thank,0.7,0.6000000000000001
3099, can you DM me Been on hold with customer service very long time 53 min  and getting the runaround Thanks,,2015-02-18 18:00:07 -0800,,0.0,0.132,0.868,0.4404,"['dm', 'hold', 'customer', 'service', 'long', 'time', 'min', 'getting', 'runaround', 'thanks']",dm hold customer service long time min getting runaround thanks,0.07500000000000001,0.30000000000000004
3100, Im asking if you can simplify the communications thx,,2015-02-18 17:59:08 -0800,"California, US",0.0,0.238,0.762,0.3612,"['asking', 'simplify', 'communication', 'thx']",asking simplify communication thx,0.0,0.0
3101, yes LH2 lounge is fantastic if only the US ones could be remotely similar,,2015-02-18 17:58:36 -0800,New York,0.0,0.344,0.656,0.743,"['yes', 'lh', 'lounge', 'fantastic', 'u', 'one', 'could', 'remotely', 'similar']",yes lh lounge fantastic u one could remotely similar,0.2,0.65
3102, OMG WHERE IS MY BAG YYZUA70435  enough with the shenanigans already Its getting real old real quick,,2015-02-18 17:53:54 -0800,,0.0,0.0,1.0,0.0,"['omg', 'bag', 'yyzua', 'enough', 'shenanigan', 'already', 'getting', 'real', 'old', 'real', 'quick']",omg bag yyzua enough shenanigan already getting real old real quick,0.21666666666666667,0.5166666666666667
3103, i now see its 72 hours Thanks,,2015-02-18 17:50:16 -0800,,0.0,0.367,0.633,0.4404,"['see', 'hour', 'thanks']",see hour thanks,0.2,0.2
3104, We invite to Fallow  learn about our activitiesPrevention Programs of Health by CondomRito FamilyWe R 501C3Thanks,,2015-02-18 17:48:46 -0800,EIN: 27-0575748 -New York -USA,0.0,0.103,0.897,0.1531,"['invite', 'fallow', 'learn', 'activitiesprevention', 'program', 'health', 'condomrito', 'familywe', 'r', 'cthanks']",invite fallow learn activitiesprevention program health condomrito familywe r cthanks,0.0,0.0
3105,  Very nice at LHR congrats but Im sticking with AABA  Airways,,2015-02-18 17:47:25 -0800,,0.0,0.321,0.679,0.5017,"['nice', 'lhr', 'congrats', 'sticking', 'aaba', 'airway']",nice lhr congrats sticking aaba airway,0.6,1.0
3106, how long will it take for miles that i repurchased they had expired to show up I recieved an email that the request had been,,2015-02-18 17:44:05 -0800,,0.0,0.0,1.0,0.0,"['long', 'take', 'mile', 'repurchased', 'expired', 'show', 'recieved', 'email', 'request']",long take mile repurchased expired show recieved email request,-0.05,0.4
3107, Please stall flight 1535 out of ORD I have to get to SNA tonight,,2015-02-18 17:40:27 -0800,Rhode Island,0.119,0.152,0.728,0.128,"['please', 'stall', 'ord', 'get', 'sna', 'tonight']",please stall ord get sna tonight,0.0,0.0
3108, Thanks I will,,2015-02-18 17:30:57 -0800,"Port Townsend, WA",0.0,0.744,0.256,0.4404,['thanks'],thanks,0.2,0.2
3109, can you get a gate for UA4727  Turrible,,2015-02-18 17:21:54 -0800,"Chicago, IL",0.0,0.0,1.0,0.0,"['get', 'gate', 'turrible']",get gate turrible,0.0,0.0
3110, is the worst airline Lost my luggage delayed my flights and has been very unaccomidating,,2015-02-18 17:17:50 -0800,,0.409,0.0,0.591,-0.8074,"['worst', 'lost', 'luggage', 'delayed', 'flight', 'unaccomidating']",worst lost luggage delayed flight unaccomidating,-1.0,1.0
3111, Flight 280,"[40.74389886, -74.12493599]",2015-02-18 17:15:36 -0800,New York City,0.0,0.0,1.0,0.0,[],,0.0,0.0
3112, Flight 1640 N33289 arrives at  following flight from  ,,2015-02-18 17:15:36 -0800,"Englewood, Florida",0.0,0.0,1.0,0.0,"['n', 'arrives', 'following']",n arrives following,0.0,0.1
3113, is officially my favorite airline They have created magic for me all day friendlyskies careyon,"[29.98425706, -95.34407392]",2015-02-18 17:07:18 -0800,NC,0.0,0.278,0.722,0.6124,"['officially', 'favorite', 'created', 'magic', 'day', 'friendlyskies', 'careyon']",officially favorite created magic day friendlyskies careyon,0.5,1.0
3114, we had a wonderful flight attendant named Leah that was with us from lga to den then den to anchorage,,2015-02-18 17:07:04 -0800,"Staten Island, NY",0.0,0.171,0.829,0.5719,"['wonderful', 'attendant', 'named', 'leah', 'u', 'lga', 'den', 'den', 'anchorage']",wonderful attendant named leah u lga den den anchorage,0.6,0.7
3115, I was protected on that flight by gate agent Kerry at LAS She also did an excellent job getting me to my destination today Thanks,,2015-02-18 17:06:35 -0800,,0.0,0.311,0.689,0.8591,"['protected', 'gate', 'agent', 'kerry', 'la', 'also', 'excellent', 'job', 'getting', 'destination', 'today', 'thanks']",protected gate agent kerry la also excellent job getting destination today thanks,0.6,0.6
3116, yes you can I will DM,,2015-02-18 17:06:27 -0800,"St. Louis, MO for now",0.0,0.403,0.597,0.4019,"['yes', 'dm']",yes dm,0.0,0.0
3117, Your staff both on deck and in the cabin on UA768 SFO gt BOS were exceptional today Please tell them well done ,,2015-02-18 17:05:39 -0800,"Boston, MA",0.0,0.255,0.745,0.6705,"['staff', 'deck', 'cabin', 'sfo', 'gt', 'bos', 'exceptional', 'today', 'please', 'tell', 'well', 'done']",staff deck cabin sfo gt bos exceptional today please tell well done,0.6666666666666666,1.0
3118, I mean is there a real live person somewhere I can go and speak to at Newark post security,,2015-02-18 17:01:38 -0800,London,0.0,0.138,0.862,0.34,"['mean', 'real', 'live', 'person', 'somewhere', 'go', 'speak', 'newark', 'post', 'security']",mean real live person somewhere go speak newark post security,-0.053977272727272735,0.71875
3119, hi I just bought a flight with united through ebokeers from Paris to Miami Do I have any chance to check that everything is ok,,2015-02-18 16:56:36 -0800,Barcelona,0.0,0.269,0.731,0.7184,"['hi', 'bought', 'ebokeers', 'paris', 'miami', 'chance', 'check', 'everything', 'ok']",hi bought ebokeers paris miami chance check everything ok,0.5,0.5
3120, no worries I think its under control the emails are keeping me informed,,2015-02-18 16:50:28 -0800,"Bend, OR",0.333,0.0,0.667,-0.6124,"['worry', 'think', 'control', 'email', 'keeping', 'informed']",worry think control email keeping informed,0.0,0.0
3121, i have talked to themon standby for tomorrow but it doesnt look good May have to stay here till Friday amp thats not guaranteed,,2015-02-18 16:48:49 -0800,"Elkhart, Indiana",0.124,0.0,0.876,-0.4782,"['talked', 'themon', 'standby', 'tomorrow', 'doesnt', 'look', 'good', 'may', 'stay', 'till', 'friday', 'thats', 'guaranteed']",talked themon standby tomorrow doesnt look good may stay till friday thats guaranteed,0.7,0.6000000000000001
3122, JT is the ORD to PHL flight at 915 PM CDT delayed DM Im kinda hoping not to be stranded at ORD either,,2015-02-18 16:48:30 -0800,Wherever. ,0.07,0.19,0.74,0.5007,"['jt', 'ord', 'phl', 'cdt', 'delayed', 'dm', 'kinda', 'hoping', 'stranded', 'ord', 'either']",jt ord phl cdt delayed dm kinda hoping stranded ord either,0.0,0.0
3123, what happened to flight status map It was so cool,,2015-02-18 16:38:16 -0800,"Ratner Companies, Hair Cuttery",0.0,0.249,0.751,0.4572,"['happened', 'status', 'map', 'cool']",happened status map cool,0.35,0.65
3124, plz dont advertise wifi if its not gonna work thanks worstflightever,,2015-02-18 16:32:57 -0800,,0.189,0.102,0.708,-0.2746,"['plz', 'dont', 'advertise', 'wifi', 'gonna', 'work', 'thanks', 'worstflightever']",plz dont advertise wifi gonna work thanks worstflightever,0.2,0.2
3125, Hi guys I submitted a request for tickethotel reimbursement for a delayedover night stay coming back from the Dominican Help,,2015-02-18 16:32:50 -0800,"Los Angeles, California",0.0,0.144,0.856,0.4019,"['hi', 'guy', 'submitted', 'request', 'tickethotel', 'reimbursement', 'delayedover', 'night', 'stay', 'coming', 'back', 'dominican', 'help']",hi guy submitted request tickethotel reimbursement delayedover night stay coming back dominican help,0.0,0.0
3126, Apologize to the President Once those employees blamed him I heard it repeated 20 times,,2015-02-18 16:32:05 -0800,Memphis TN,0.188,0.085,0.727,-0.4019,"['apologize', 'president', 'employee', 'blamed', 'heard', 'repeated', 'time']",apologize president employee blamed heard repeated time,0.0,0.0
3127, yes I want to complain Your coworker was neither Is there a customer service point airside,,2015-02-18 16:31:03 -0800,London,0.143,0.229,0.629,0.128,"['yes', 'want', 'complain', 'coworker', 'neither', 'customer', 'service', 'point', 'airside']",yes want complain coworker neither customer service point airside,0.0,0.0
3128, A change fee of 200 Same exact flight from ATLHOU is 165 Why a charge of 574 The math doesnt add up,"[40.03395098, -105.24950187]",2015-02-18 16:27:11 -0800,,0.0,0.0,1.0,0.0,"['change', 'fee', 'exact', 'atlhou', 'charge', 'math', 'doesnt', 'add']",change fee exact atlhou charge math doesnt add,0.25,0.25
3129, hello Im overseas amp my bag is lost I cant call customer service but can you help me,,2015-02-18 16:25:57 -0800,ny,0.082,0.176,0.743,0.4404,"['hello', 'overseas', 'bag', 'lost', 'cant', 'call', 'customer', 'service', 'help']",hello overseas bag lost cant call customer service help,0.0,0.0
3130, landing in anchorage then on our way to fairbanks ,,2015-02-18 16:23:40 -0800,"Staten Island, NY",0.0,0.0,1.0,0.0,"['landing', 'anchorage', 'way', 'fairbanks']",landing anchorage way fairbanks,0.0,0.0
3131, I knew I shouldve flew  lol,,2015-02-18 16:23:28 -0800,I'm just a kid from Oak Harbor,0.0,0.483,0.517,0.4215,"['knew', 'shouldve', 'flew', 'lol']",knew shouldve flew lol,0.8,0.7
3132, UA1641 EWRMCO 17 Feb wifi never connected but allowed me to purchase access twice amp charged me Who do I need to file claim with,,2015-02-18 16:23:17 -0800,Tweets = My Opinion,0.087,0.0,0.913,-0.296,"['ewrmco', 'feb', 'wifi', 'never', 'connected', 'allowed', 'purchase', 'access', 'twice', 'charged', 'need', 'file', 'claim']",ewrmco feb wifi never connected allowed purchase access twice charged need file claim,0.0,0.0
3133,  I will admit youve been rather good to me over the years Youve still got me hooked for now Peace,,2015-02-18 16:22:06 -0800,,0.0,0.339,0.661,0.802,"['admit', 'youve', 'rather', 'good', 'year', 'youve', 'still', 'got', 'hooked', 'peace']",admit youve rather good year youve still got hooked peace,0.7,0.6000000000000001
3134, its kinda funny No worries,,2015-02-18 16:21:53 -0800,Las Vegas,0.492,0.288,0.221,-0.2146,"['kinda', 'funny', 'worry']",kinda funny worry,0.25,1.0
3135, My feedback and concerns via your site arent going to improve my poor airport experiences,"[0.0, 0.0]",2015-02-18 16:20:14 -0800,Cardiff and London,0.298,0.0,0.702,-0.6711,"['feedback', 'concern', 'via', 'site', 'arent', 'going', 'improve', 'poor', 'airport', 'experience']",feedback concern via site arent going improve poor airport experience,-0.4,0.6
3136, just dropped bags at Newark Your desk guy was the rudest customer facing person I have met Even my two children were shocked,,2015-02-18 16:15:29 -0800,London,0.225,0.0,0.775,-0.7003,"['dropped', 'bag', 'newark', 'desk', 'guy', 'rudest', 'customer', 'facing', 'person', 'met', 'even', 'two', 'child', 'shocked']",dropped bag newark desk guy rudest customer facing person met even two child shocked,-0.7,0.8
3137, great Looking forward to your response to my DM then,,2015-02-18 16:12:40 -0800,"New York, NY",0.0,0.313,0.687,0.6249,"['great', 'looking', 'forward', 'response', 'dm']",great looking forward response dm,0.8,0.75
3138, It was quite enjoyable    Except now hes stuck on the runway in Houston ,,2015-02-18 16:08:23 -0800,Sun Devil Territory,0.124,0.197,0.679,0.2944,"['quite', 'enjoyable', 'except', 'he', 'stuck', 'runway', 'houston']",quite enjoyable except he stuck runway houston,0.5,0.6
3139, thank you for getting our daughter home when  Cancelled Flightled all their flights to Nashville,,2015-02-18 16:03:22 -0800,"Franklin, Tennessee",0.114,0.143,0.743,0.128,"['thank', 'getting', 'daughter', 'home', 'cancelled', 'flightled', 'flight', 'nashville']",thank getting daughter home cancelled flightled flight nashville,0.0,0.0
3140, thanks for the reupgrade to 1st class It may be a 45 min flight but it is appreciated,,2015-02-18 16:00:17 -0800,BTR/DCA/IAD/MSY - etc,0.0,0.299,0.701,0.7506,"['thanks', 'reupgrade', 'st', 'class', 'may', 'min', 'appreciated']",thanks reupgrade st class may min appreciated,0.2,0.15000000000000002
