,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords
2537,2537, Too Late Flight damage has been done Easily the worst airline experience of my life Missed two connecting flights amp days of work UA49,,2015-02-20 05:13:27 -0800,FUCK CANCER,0.298,0.075,0.627,-0.7964,"['late', 'damage', 'done', 'easily', 'worst', 'experience', 'life', 'missed', 'two', 'connecting', 'flight', 'day', 'work']",late damage done easily worst experience life missed two connecting flight day work,-0.65,0.8, delay
2541,2541, just kidding with you Ill send you my stuff now Thanks,,2015-02-20 05:00:50 -0800,"Charlottesville, VA",0.185,0.285,0.53,0.128,"['kidding', 'ill', 'send', 'stuff', 'thanks']",kidding ill send stuff thanks,-0.15,0.6, compliment
2542,2542,  unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows UA1724 ,,2015-02-20 04:56:38 -0800,Seattle,0.41200000000000003,0.0,0.588,-0.7506,"['unacceptable', 'practice', 'leave', 'cancelled', 'flighted', 'passenger', 'sleep', 'cement', 'pillow']",unacceptable practice leave cancelled flighted passenger sleep cement pillow,0.0,0.0, cancellation
2543,2543, can u get the crew member that we are waiting on We were told 40 minutes ago they landed here and they are still not to our gate,,2015-02-20 04:55:14 -0800,New Jersey,0.0,0.0,1.0,0.0,"['get', 'crew', 'member', 'waiting', 'told', 'minute', 'ago', 'landed', 'still', 'gate']",get crew member waiting told minute ago landed still gate,0.0,0.0, staff delay
2544,2544, Flight 6212massive fail They delaying to transport a crew member causing many to miss connections Unreal,,2015-02-20 04:54:57 -0800,"New York, NY",0.282,0.0,0.718,-0.6249,"['massive', 'fail', 'delaying', 'transport', 'crew', 'member', 'causing', 'many', 'miss', 'connection', 'unreal']",massive fail delaying transport crew member causing many miss connection unreal,0.0,0.6, staff delay connection
2547,2547, can you help me with a delayed flight as im going to miss my connection,,2015-02-20 04:37:58 -0800,"Charlottesville, VA",0.203,0.157,0.64,0.0516,"['help', 'delayed', 'going', 'miss', 'connection']",help delayed going miss connection,0.0,0.0, delay connection
2548,2548, Im counting on you please dont let me down delayed again needtocatchmynextflight alreadyrebookedonce,,2015-02-20 04:22:50 -0800,New Jersey,0.125,0.151,0.7240000000000001,0.1027,"['counting', 'please', 'dont', 'let', 'delayed', 'needtocatchmynextflight', 'alreadyrebookedonce']",counting please dont let delayed needtocatchmynextflight alreadyrebookedonce,0.0,0.0, delay
2549,2549, why is it so impossible to actually get a passenger AND their luggage to their final destination,,2015-02-20 03:53:25 -0800,,0.0,0.0,1.0,0.0,"['impossible', 'actually', 'get', 'passenger', 'luggage', 'final', 'destination']",impossible actually get passenger luggage final destination,-0.2222222222222222,0.7000000000000001, baggage
2550,2550, huge kudos to the FO of Sundays flt 1623 sjoiad Handed my daughter her first pair of wings Keeping traditions alive,,2015-02-20 03:45:35 -0800,"Washington, DC - USA",0.0,0.313,0.687,0.802,"['huge', 'kudos', 'fo', 'sunday', 'flt', 'sjoiad', 'handed', 'daughter', 'first', 'pair', 'wing', 'keeping', 'tradition', 'alive']",huge kudos fo sunday flt sjoiad handed daughter first pair wing keeping tradition alive,0.2500000000000001,0.5444444444444444, children
2552,2552, flightdelay on an early craft arrival because pilot is stuck in traffic fail nocustomerservice nocompensation,,2015-02-20 03:36:42 -0800,"santa barbara, CA",0.297,0.0,0.703,-0.6705,"['flightdelay', 'early', 'craft', 'arrival', 'pilot', 'stuck', 'traffic', 'fail', 'nocustomerservice', 'nocompensation']",flightdelay early craft arrival pilot stuck traffic fail nocustomerservice nocompensation,-0.2,0.29999999999999993, staff delay
2554,2554, lets see of we can do this today Hoping for an ontime dept dullestostatecollege runningonthreehoursofsleep delayedovernight,,2015-02-20 03:19:58 -0800,New Jersey,0.0,0.157,0.843,0.4215,"['let', 'see', 'today', 'hoping', 'ontime', 'dept', 'dullestostatecollege', 'runningonthreehoursofsleep', 'delayedovernight']",let see today hoping ontime dept dullestostatecollege runningonthreehoursofsleep delayedovernight,0.0,0.0, delay
2555,2555, flt 912 Capt Herman is amazing Came out before flight to play ask the captain anything Wonderful ambassador to the airline,,2015-02-20 03:17:28 -0800,NY,0.0,0.355,0.645,0.872,"['flt', 'capt', 'herman', 'amazing', 'came', 'play', 'ask', 'captain', 'anything', 'wonderful', 'ambassador']",flt capt herman amazing came play ask captain anything wonderful ambassador,0.8,0.95, staff
2557,2557, what is going on with baggage claim in Newarktiredandwanttogohome,,2015-02-20 02:54:49 -0800,,0.0,0.0,1.0,0.0,"['going', 'baggage', 'claim', 'newarktiredandwanttogohome']",going baggage claim newarktiredandwanttogohome,0.0,0.0, baggage refund
2558,2558, usually your lounge staff are fantastic Except today in MCO where almost denied entry to lounge even though traveling unitedfirst,,2015-02-20 02:47:45 -0800,"Chicago, IL",0.10800000000000001,0.149,0.7440000000000001,0.2484,"['usually', 'lounge', 'staff', 'fantastic', 'except', 'today', 'mco', 'almost', 'denied', 'entry', 'lounge', 'even', 'though', 'traveling', 'unitedfirst']",usually lounge staff fantastic except today mco almost denied entry lounge even though traveling unitedfirst,0.07500000000000001,0.575, staff
2559,2559, 25 hour delay misplaced bag poor communication and the worse unsympathetic confrontational gate agent Not cool,,2015-02-20 02:42:26 -0800,,0.5429999999999999,0.0,0.457,-0.9014,"['hour', 'delay', 'misplaced', 'bag', 'poor', 'communication', 'worse', 'unsympathetic', 'confrontational', 'gate', 'agent', 'cool']",hour delay misplaced bag poor communication worse unsympathetic confrontational gate agent cool,-0.1625,0.5125, staff delay baggage
2560,2560, Why dont you respond to my emails of facebook msg Im still wating for my tickets Im getting really angry and disappointed,,2015-02-20 02:34:28 -0800,"Warsaw, Berlin, Kiev ",0.258,0.0,0.742,-0.7879999999999999,"['dont', 'respond', 'email', 'facebook', 'msg', 'still', 'wating', 'ticket', 'getting', 'really', 'angry', 'disappointed']",dont respond email facebook msg still wating ticket getting really angry disappointed,-0.625,0.875, ticketing_billing
2562,2562, So disappointed in the service and the level of staff communication Such a bummer,,2015-02-20 02:18:48 -0800,"Portland, OR",0.353,0.0,0.647,-0.7178,"['disappointed', 'service', 'level', 'staff', 'communication', 'bummer']",disappointed service level staff communication bummer,-0.75,0.75, staff
2564,2564,Thanks  great news that u wont refund tickets due to a bad exchange rate I knew u would come to your senses  ,,2015-02-20 02:17:18 -0800,London via Adelaide,0.13699999999999998,0.275,0.588,0.5423,"['thanks', 'great', 'news', 'wont', 'refund', 'ticket', 'due', 'bad', 'exchange', 'rate', 'knew', 'would', 'come', 'sens']",thanks great news wont refund ticket due bad exchange rate knew would come sens,0.04375000000000004,0.4979166666666667, compliment ticketing_billing refund
2565,2565,  Thank you for a wonderful global first class flight on your 777 to FRA Great service cont ,,2015-02-20 02:13:42 -0800,"Tulsa, OK",0.0,0.442,0.5579999999999999,0.8834,"['thank', 'wonderful', 'global', 'first', 'class', 'fra', 'great', 'service', 'cont']",thank wonderful global first class fra great service cont,0.5125,0.5208333333333333, compliment
2568,2568,Thank you United  roam Thats a beautiful place to stay a day longer Have you been rebooked If not let me know MN,,2015-02-20 01:25:27 -0800,,0.0,0.33799999999999997,0.662,0.8481,"['thank', 'roam', 'thats', 'beautiful', 'place', 'stay', 'day', 'longer', 'rebooked', 'let', 'know', 'mn']",thank roam thats beautiful place stay day longer rebooked let know mn,0.85,1.0, compliment
2569,2569, to top it all off your flight attendants talked loudly throug the flight even when the lights were dimmed Resulting in no sleep,,2015-02-20 01:17:51 -0800,,0.08800000000000001,0.07200000000000001,0.84,-0.1027,"['top', 'attendant', 'talked', 'loudly', 'throug', 'even', 'light', 'dimmed', 'resulting', 'sleep']",top attendant talked loudly throug even light dimmed resulting sleep,0.3,0.6000000000000001, staff
2574,2574, 1hr delay at the start huge queues at security no representative to meet us rude staff at baggage reclaim  inefficient,,2015-02-20 00:47:16 -0800,,0.276,0.17300000000000001,0.551,-0.4215,"['hr', 'delay', 'start', 'huge', 'queue', 'security', 'representative', 'meet', 'u', 'rude', 'staff', 'baggage', 'reclaim', 'inefficient']",hr delay start huge queue security representative meet u rude staff baggage reclaim inefficient,0.05000000000000005,0.75, staff delay baggage refund
2575,2575, has the worst flight attendants They are like those angry and drunk aunts that we all have Everything has to be an argument,,2015-02-20 00:34:02 -0800,Bellevue Washington,0.375,0.076,0.5489999999999999,-0.8689,"['worst', 'attendant', 'like', 'angry', 'drunk', 'aunt', 'everything', 'argument']",worst attendant like angry drunk aunt everything argument,-0.45,0.85, staff
2576,2576, its in black and white EU law and all that 600 for a Cancelled Flightled flight I want my money,,2015-02-19 23:47:03 -0800,bonkers in Yonkers,0.10400000000000001,0.067,0.8290000000000001,-0.1779,"['black', 'white', 'eu', 'law', 'cancelled', 'flightled', 'want', 'money']",black white eu law cancelled flightled want money,-0.08333333333333333,0.21666666666666667, cancellation
2578,2578, the extra care airline unitedairlines they dont care Trust me There customerservice is non existent They dont have 1,,2015-02-19 23:44:48 -0800,bonkers in Yonkers,0.11199999999999999,0.266,0.622,0.5716,"['extra', 'care', 'unitedairlines', 'dont', 'care', 'trust', 'customerservice', 'non', 'existent', 'dont']",extra care unitedairlines dont care trust customerservice non existent dont,0.0,0.1, staff
2579,2579, Another unfortunate case of bad luck usually maintenance issue They are now swapping planes to ONT will get in Late Flight ,,2015-02-19 23:43:32 -0800,,0.23600000000000002,0.109,0.655,-0.5423,"['another', 'unfortunate', 'case', 'bad', 'luck', 'usually', 'maintenance', 'issue', 'swapping', 'plane', 'ont', 'get', 'late']",another unfortunate case bad luck usually maintenance issue swapping plane ont get late,-0.4375,0.6291666666666667, delay
2580,2580, its a shame the great customer service wasnt continued in SFO Slightly absurd,"[37.62068265, -122.38816957]",2015-02-19 23:43:06 -0800,,0.18,0.23800000000000002,0.581,0.25,"['shame', 'great', 'customer', 'service', 'wasnt', 'continued', 'sfo', 'slightly', 'absurd']",shame great customer service wasnt continued sfo slightly absurd,0.15000000000000002,0.875, staff
2581,2581, onlyinAmerica 18 days and not a word from unitedairlines customerservices Bad PR guys,,2015-02-19 23:41:47 -0800,bonkers in Yonkers,0.24100000000000002,0.0,0.759,-0.5423,"['onlyinamerica', 'day', 'word', 'unitedairlines', 'customerservices', 'bad', 'pr', 'guy']",onlyinamerica day word unitedairlines customerservices bad pr guy,-0.6999999999999998,0.6666666666666666, staff
2582,2582, still awaiting a reply from ur customer services  18 days no response Lousy unitedairlines,,2015-02-19 23:39:55 -0800,bonkers in Yonkers,0.341,0.0,0.659,-0.6908,"['still', 'awaiting', 'reply', 'ur', 'customer', 'service', 'day', 'response', 'lousy', 'unitedairlines']",still awaiting reply ur customer service day response lousy unitedairlines,-0.5,0.5, staff delay
2583,2583, alright thank you Much appreciated,,2015-02-19 23:34:39 -0800,,0.0,0.7959999999999999,0.204,0.7783,"['alright', 'thank', 'much', 'appreciated']",alright thank much appreciated,0.2,0.1, compliment
2585,2585, thanks Im booked Just spent an extra 7 hrs in the TEN w no explanation Now flying middle seat to CHAR instead of Memphis,,2015-02-19 23:24:16 -0800,,0.08800000000000001,0.11599999999999999,0.797,0.1779,"['thanks', 'booked', 'spent', 'extra', 'hr', 'ten', 'w', 'explanation', 'flying', 'middle', 'seat', 'char', 'instead', 'memphis']",thanks booked spent extra hr ten w explanation flying middle seat char instead memphis,0.02,0.08, compliment
2586,2586, agent Rick Clifton in SEAHOU  told him my father is dying and needed to get my handbag on the cabin he did nothing shameful,,2015-02-19 23:24:09 -0800,"Seattle, WA",0.0,0.10300000000000001,0.897,0.3875,"['agent', 'rick', 'clifton', 'seahou', 'told', 'father', 'dying', 'needed', 'get', 'handbag', 'cabin', 'nothing', 'shameful']",agent rick clifton seahou told father dying needed get handbag cabin nothing shameful,0.0,0.0, staff baggage
2588,2588,we all watched as the crew was escorted from the back to 1st class Prebooked Really   Your dissatisfaction is und,,2015-02-19 23:18:09 -0800,Houston,0.155,0.0,0.845,-0.539,"['watched', 'crew', 'escorted', 'back', 'st', 'class', 'prebooked', 'really', 'dissatisfaction', 'und']",watched crew escorted back st class prebooked really dissatisfaction und,0.1,0.1, staff
2589,2589, Thanks Yup Im all set  It happens   SLC ground staff were prompt  helpful and courteous,"[40.7868699, -111.9790833]",2015-02-19 23:13:59 -0800,SoCal is where my mind stays,0.0,0.429,0.5710000000000001,0.8402,"['thanks', 'yup', 'set', 'happens', 'slc', 'ground', 'staff', 'prompt', 'helpful', 'courteous']",thanks yup set happens slc ground staff prompt helpful courteous,0.4,0.6, compliment staff
2590,2590,There were plenty of empty seats in coach  Your dissatisfaction is understood Crew members traveling for duty are prebooked on f,,2015-02-19 23:07:58 -0800,Houston,0.217,0.0,0.7829999999999999,-0.6124,"['plenty', 'empty', 'seat', 'coach', 'dissatisfaction', 'understood', 'crew', 'member', 'traveling', 'duty', 'prebooked', 'f']",plenty empty seat coach dissatisfaction understood crew member traveling duty prebooked f,-0.1,0.5, staff
2592,2592, thank you so much How will you be able to contact me,,2015-02-19 22:48:21 -0800,Kaizen 改善,0.0,0.185,0.815,0.3612,"['thank', 'much', 'able', 'contact']",thank much able contact,0.5,0.625, compliment
2594,2594, your staff at LaGuardia and Lagos Nigeria were unprofessional uncaring and not helpful Ou,,2015-02-19 22:44:45 -0800,Yonkers NY,0.319,0.0,0.6809999999999999,-0.684,"['staff', 'laguardia', 'lagos', 'nigeria', 'unprofessional', 'uncaring', 'helpful', 'ou']",staff laguardia lagos nigeria unprofessional uncaring helpful ou,0.0,0.0, staff
2595,2595, i got it at the gate thanks for checking,,2015-02-19 22:33:23 -0800,fuckin portland ass oregon,0.0,0.293,0.7070000000000001,0.4404,"['got', 'gate', 'thanks', 'checking']",got gate thanks checking,0.2,0.2, compliment
2596,2596, U kept passengers waiting all night 4 a plane that was being put out of service  Leaving everyone stranded for night inexcusable,,2015-02-19 22:23:47 -0800,,0.0,0.0,1.0,0.0,"['kept', 'passenger', 'waiting', 'night', 'plane', 'put', 'service', 'leaving', 'everyone', 'stranded', 'night', 'inexcusable']",kept passenger waiting night plane put service leaving everyone stranded night inexcusable,0.0,0.0, delay
2597,2597, I especially like how you upgraded three of your crew members to first class instead of passengers keepitclassy customerservice,,2015-02-19 22:22:22 -0800,Houston,0.0,0.141,0.8590000000000001,0.4201,"['especially', 'like', 'upgraded', 'three', 'crew', 'member', 'first', 'class', 'instead', 'passenger', 'keepitclassy', 'customerservice']",especially like upgraded three crew member first class instead passenger keepitclassy customerservice,0.125,0.6666666666666666, staff
2599,2599, Flt 359 lax to EWR Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver Thanks United,"[40.69758992, -74.25047478]",2015-02-19 22:20:51 -0800,New Jersey,0.0,0.213,0.787,0.6908,"['flt', 'lax', 'ewr', 'pilot', 'bragged', 'getting', 'ewr', 'early', 'wait', 'min', 'jetway', 'driver', 'thanks']",flt lax ewr pilot bragged getting ewr early wait min jetway driver thanks,0.15000000000000002,0.25, compliment staff delay
2601,2601,Really 9hours   We dont like delays and do all we can to avoid them Well have you on your way ASAP,,2015-02-19 22:17:59 -0800,Houston,0.177,0.086,0.737,-0.2982,"['really', 'hour', 'dont', 'like', 'delay', 'avoid', 'well', 'way', 'asap']",really hour dont like delay avoid well way asap,0.2,0.2, delay
2602,2602,  After I waited hours in the airport being told one fib after the other Why cant UAL be honest with its customers,,2015-02-19 22:13:09 -0800,DC/SF/BFLO,0.11900000000000001,0.0,0.8809999999999999,-0.4023,"['waited', 'hour', 'airport', 'told', 'one', 'fib', 'cant', 'ual', 'honest', 'customer']",waited hour airport told one fib cant ual honest customer,0.6,0.9, delay
2604,2604, well As of yet our checked bag has already vanished and we havent left the airport yet,,2015-02-19 22:12:24 -0800,Chicago,0.0,0.11599999999999999,0.884,0.2732,"['well', 'yet', 'checked', 'bag', 'already', 'vanished', 'havent', 'left', 'airport', 'yet']",well yet checked bag already vanished havent left airport yet,0.0,0.0, baggage
2605,2605, thanks  Not tonight it would seem ,"[40.7697595, -111.974937]",2015-02-19 22:12:05 -0800,SoCal is where my mind stays,0.0,0.36700000000000005,0.633,0.4404,"['thanks', 'tonight', 'would', 'seem']",thanks tonight would seem,0.2,0.2, compliment
2606,2606, a rapid trip plane ticket from Idaho to California that doesnt have problems would be wonderful,,2015-02-19 22:11:43 -0800,,0.0,0.314,0.6859999999999999,0.7147,"['rapid', 'trip', 'plane', 'ticket', 'idaho', 'california', 'doesnt', 'problem', 'would', 'wonderful']",rapid trip plane ticket idaho california doesnt problem would wonderful,1.0,1.0, ticketing_billing
2607,2607, agent did help me My point theres a problem amp I dont want it to mess up somebody elses plans Can u flow this to tech team pls,,2015-02-19 22:04:21 -0800,"Los Angeles, California",0.21100000000000002,0.131,0.657,-0.3447,"['agent', 'help', 'point', 'there', 'problem', 'dont', 'want', 'mess', 'somebody', 'el', 'plan', 'flow', 'tech', 'team', 'pls']",agent help point there problem dont want mess somebody el plan flow tech team pls,-0.175,0.175, staff
2608,2608, being delayed 3 hours for a one hour flight is more than frustrating Im also unable to get a decent meal at this hourNever again,,2015-02-19 22:01:51 -0800,"Los Angeles, CA",0.20199999999999999,0.0,0.7979999999999999,-0.6222,"['delayed', 'hour', 'one', 'hour', 'frustrating', 'also', 'unable', 'get', 'decent', 'meal', 'hournever']",delayed hour one hour frustrating also unable get decent meal hournever,-0.2444444444444445,0.6888888888888888, delay
2610,2610, you guys are awesome Thanks,,2015-02-19 21:56:44 -0800,,0.0,0.7,0.3,0.7906,"['guy', 'awesome', 'thanks']",guy awesome thanks,0.6,0.6, compliment
2613,2613, I would appreciate an answer on why we werent alerted flight had been Cancelled Flighted until plane landed  showsomerespect,,2015-02-19 21:50:46 -0800,,0.09699999999999999,0.13,0.773,0.1779,"['would', 'appreciate', 'answer', 'werent', 'alerted', 'cancelled', 'flighted', 'plane', 'landed', 'showsomerespect']",would appreciate answer werent alerted cancelled flighted plane landed showsomerespect,0.0,0.0, cancellation
2614,2614, WTF Delay after delay 15 hours YVR to SAN Unacceptable Flight Crew Availability is to blame NEVER AGAIN with ,,2015-02-19 21:50:41 -0800,"Vancouver, BC",0.509,0.0,0.491,-0.9265,"['wtf', 'delay', 'delay', 'hour', 'yvr', 'san', 'unacceptable', 'crew', 'availability', 'blame', 'never']",wtf delay delay hour yvr san unacceptable crew availability blame never,-0.5,1.0, staff delay
2616,2616,  Great customer service again Thanks,,2015-02-19 21:43:53 -0800,,0.0,0.7,0.3,0.7906,"['great', 'customer', 'service', 'thanks']",great customer service thanks,0.5,0.475, compliment staff
2617,2617, thanks that would be awesome,,2015-02-19 21:39:25 -0800,UK,0.0,0.7,0.3,0.7906,"['thanks', 'would', 'awesome']",thanks would awesome,0.6,0.6, compliment
2618,2618, hey left my computer bag wcomputer inside in United filed online report no response,,2015-02-19 21:38:57 -0800,,0.129,0.165,0.706,0.1531,"['hey', 'left', 'computer', 'bag', 'wcomputer', 'inside', 'filed', 'online', 'report', 'response']",hey left computer bag wcomputer inside filed online report response,0.0,0.0, baggage
2622,2622,  Thanks Formed submitted Im not betting someone would be honest enough to turn it in though,,2015-02-19 21:18:05 -0800,IL,0.0,0.307,0.693,0.7351,"['thanks', 'formed', 'submitted', 'betting', 'someone', 'would', 'honest', 'enough', 'turn', 'though']",thanks formed submitted betting someone would honest enough turn though,0.26666666666666666,0.5333333333333333, compliment
2623,2623, I have a LH return business ticket from Den to FraIf I fly domestic with youbag can be checked through to Frano need to claim,,2015-02-19 21:16:47 -0800,,0.0,0.0,1.0,0.0,"['lh', 'return', 'business', 'ticket', 'den', 'fraif', 'fly', 'domestic', 'youbag', 'checked', 'frano', 'need', 'claim']",lh return business ticket den fraif fly domestic youbag checked frano need claim,0.4,0.5, ticketing_billing baggage refund
2626,2626, what is your plan to reduce delays,"[40.71288929, -74.16612474]",2015-02-19 21:12:14 -0800,"Boston, MA",0.0,0.0,1.0,0.0,"['plan', 'reduce', 'delay']",plan reduce delay,0.0,0.0, delay
2629,2629, I would like a supervisor to talk to Now we are waiting for a flight attendant as one just walked off amp left ,,2015-02-19 20:57:30 -0800,Pursuit of Happiness,0.0,0.11599999999999999,0.884,0.3612,"['would', 'like', 'supervisor', 'talk', 'waiting', 'attendant', 'one', 'walked', 'left']",would like supervisor talk waiting attendant one walked left,0.1,0.2, staff delay
2630,2630, Whats your phone number Customer service question,,2015-02-19 20:46:28 -0800,"Nanjing, China",0.0,0.17800000000000002,0.8220000000000001,0.0772,"['whats', 'phone', 'number', 'customer', 'service', 'question']",whats phone number customer service question,0.0,0.0, staff
2632,2632, understanding the situation we waited and it was opened until 1030pm,,2015-02-19 20:37:19 -0800,,0.0,0.0,1.0,0.0,"['understanding', 'situation', 'waited', 'opened']",understanding situation waited opened,0.0,0.0, delay
2633,2633,  We hope to see you on board soon and thanks for the tweet EY ,,2015-02-19 20:35:26 -0800,"Sacramento, CA",0.0,0.326,0.674,0.7003,"['hope', 'see', 'board', 'soon', 'thanks', 'tweet', 'ey']",hope see board soon thanks tweet ey,0.2,0.2, compliment
2634,2634, just curious when are you going to to finally learn customerservice ,,2015-02-19 20:30:55 -0800,"New York, NY",0.0,0.187,0.813,0.3182,"['curious', 'going', 'finally', 'learn', 'customerservice']",curious going finally learn customerservice,-0.05,1.0, staff
2635,2635, nice 2 see U have a sense of humor 3hourdelay Just want 2 B home but Ill settle for that beer Once safely in the air of course,"[40.68612449, -74.18465897]",2015-02-19 20:27:03 -0800,"St. Louis, MO",0.121,0.29100000000000004,0.588,0.4939,"['nice', 'see', 'sense', 'humor', 'hourdelay', 'want', 'b', 'home', 'ill', 'settle', 'beer', 'safely', 'air', 'course']",nice see sense humor hourdelay want b home ill settle beer safely air course,0.2,0.8333333333333334, delay
2638,2638, she was at the service desk at gate 21 and helped us find a flight to get us to our dest on time when our flight got Cancelled Flightled,,2015-02-19 20:18:37 -0800,,0.069,0.0,0.9309999999999999,-0.25,"['service', 'desk', 'gate', 'helped', 'u', 'find', 'get', 'u', 'dest', 'time', 'got', 'cancelled', 'flightled']",service desk gate helped u find get u dest time got cancelled flightled,0.0,0.0, cancellation
2639,2639, 12 thanks but does not answer my question I want to make a reservation over the phone in Perth hold for 24hrs and have family,,2015-02-19 20:18:10 -0800,,0.0,0.139,0.861,0.34,"['thanks', 'answer', 'question', 'want', 'make', 'reservation', 'phone', 'perth', 'hold', 'hr', 'family']",thanks answer question want make reservation phone perth hold hr family,0.2,0.2, compliment
2640,2640, it wasnt a delay so much as a straight Cancelled Flightlation Weather wasnt an issue either,,2015-02-19 20:15:42 -0800,"Los Angeles, CA",0.11699999999999999,0.24100000000000002,0.642,0.2791,"['wasnt', 'delay', 'much', 'straight', 'cancelled', 'flightlation', 'weather', 'wasnt', 'issue', 'either']",wasnt delay much straight cancelled flightlation weather wasnt issue either,0.2,0.4, delay cancellation
2641,2641, thanks for ruining my wedding anniversary Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day,,2015-02-19 20:13:46 -0800,"Raleigh-Durham, NC USA",0.14,0.14300000000000002,0.7170000000000001,0.0258,"['thanks', 'ruining', 'wedding', 'anniversary', 'ewr', 'rdu', 'delayed', 'hour', 'reach', 'home', 'nxt', 'day']",thanks ruining wedding anniversary ewr rdu delayed hour reach home nxt day,0.2,0.2, compliment delay
2642,2642, Cancelled Flightled my flight for some unknown reason and havent really given me anything to make my overnight layover tolerable,,2015-02-19 20:13:36 -0800,,0.095,0.0,0.905,-0.25,"['cancelled', 'flightled', 'unknown', 'reason', 'havent', 'really', 'given', 'anything', 'make', 'overnight', 'layover', 'tolerable']",cancelled flightled unknown reason havent really given anything make overnight layover tolerable,0.05,0.4, cancellation
2645,2645, thanks keep up the good work,,2015-02-19 20:00:09 -0800,Raleigh,0.0,0.5920000000000001,0.408,0.7003,"['thanks', 'keep', 'good', 'work']",thanks keep good work,0.45,0.4, compliment
2646,2646,  4 reFlight Booking Problemss in last 2 days and each time united wait time was lt5 seconds Kudos to you for excellent customer service,,2015-02-19 19:59:53 -0800,,0.0,0.34,0.66,0.8689,"['reflight', 'booking', 'problem', 'last', 'day', 'time', 'wait', 'time', 'lt', 'second', 'kudos', 'excellent', 'customer', 'service']",reflight booking problem last day time wait time lt second kudos excellent customer service,0.3333333333333333,0.3555555555555556, staff delay
2649,2649, Im over you Evry 1st flight I take w you is delayed amp evry 2nd is on time so its missed evry time lastflightofthenight breakup,"[40.69482181, -74.17458032]",2015-02-19 19:43:43 -0800,"Boston, MA",0.17300000000000001,0.0,0.8270000000000001,-0.5233,"['evry', 'st', 'take', 'w', 'delayed', 'evry', 'nd', 'time', 'missed', 'evry', 'time', 'lastflightofthenight', 'breakup']",evry st take w delayed evry nd time missed evry time lastflightofthenight breakup,0.0,0.0, delay baggage
2654,2654, very missed daughter suppose to dpt ORD 59pm  dpted  830pm checked weeks average for UA3645 shameful  7 day average 754pm,,2015-02-19 19:34:55 -0800,Ottawa/St.Louis,0.251,0.0,0.7490000000000001,-0.6901,"['missed', 'daughter', 'suppose', 'dpt', 'ord', 'dpted', 'checked', 'week', 'average', 'shameful', 'day', 'average']",missed daughter suppose dpt ord dpted checked week average shameful day average,-0.15,0.4, children
2655,2655, I understand why the pilot would get on the plane but why 1st class  There were 5 empty coach seats near me  Im a Premier 1K,,2015-02-19 19:29:22 -0800,"Houston, Texas",0.091,0.0,0.909,-0.29600000000000004,"['understand', 'pilot', 'would', 'get', 'plane', 'st', 'class', 'empty', 'coach', 'seat', 'near', 'premier', 'k']",understand pilot would get plane st class empty coach seat near premier k,0.0,0.45, staff
2656,2656, fantastic night of waiting 3 hours for a delayed airplane only for you to alert us flight is Cancelled Flighted when it lands whatstatus,,2015-02-19 19:27:37 -0800,,0.141,0.209,0.65,0.4404,"['fantastic', 'night', 'waiting', 'hour', 'delayed', 'airplane', 'alert', 'u', 'cancelled', 'flighted', 'land', 'whatstatus']",fantastic night waiting hour delayed airplane alert u cancelled flighted land whatstatus,0.4,0.9, delay cancellation
2657,2657, can someone at the airport in Portland OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth AUSTRALIA Thanks,,2015-02-19 19:26:42 -0800,,0.0,0.10800000000000001,0.892,0.4404,"['someone', 'airport', 'portland', 'buy', 'ticket', 'picked', 'used', 'day', 'late', 'flightr', 'perth', 'australia', 'thanks']",someone airport portland buy ticket picked used day late flightr perth australia thanks,-0.04999999999999999,0.4, compliment delay ticketing_billing
2660,2660, I missed it Set up in a hotel Flights delayed in SFO for 6 hours Missing all the wedding festivities of my friend ,"[37.6208766, -122.3867929]",2015-02-19 19:21:39 -0800,"Chicago, Illinois.",0.228,0.228,0.5429999999999999,0.25,"['missed', 'set', 'hotel', 'flight', 'delayed', 'sfo', 'hour', 'missing', 'wedding', 'festivity', 'friend']",missed set hotel flight delayed sfo hour missing wedding festivity friend,-0.2,0.05, delay
2661,2661, sent you my confirmation via DM Thank you very much,,2015-02-19 19:21:28 -0800,,0.0,0.217,0.7829999999999999,0.3612,"['sent', 'confirmation', 'via', 'dm', 'thank', 'much']",sent confirmation via dm thank much,0.2,0.2, compliment
2662,2662, board customers onto a plane with no pilot The only thing that expedited was my time in line to book a new flight Come on now,,2015-02-19 19:21:13 -0800,"Arlington, VA",0.087,0.0,0.9129999999999999,-0.29600000000000004,"['board', 'customer', 'onto', 'plane', 'pilot', 'thing', 'expedited', 'time', 'line', 'book', 'new', 'come']",board customer onto plane pilot thing expedited time line book new come,0.13636363636363635,0.4545454545454545, staff
2664,2664, stuck on Tarmac for the last hour Can I have a beer,"[40.6867848, -74.18351089]",2015-02-19 19:12:00 -0800,"St. Louis, MO",0.182,0.0,0.818,-0.25,"['stuck', 'tarmac', 'last', 'hour', 'beer']",stuck tarmac last hour beer,0.0,0.06666666666666668, delay
